"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"6076",29,"employed","single","high.school","no","yes","no","telephone","may","tue",174,1,"no"
"6077",41,"employed","divorced","high.school","no","no","no","telephone","may","tue",293,2,"no"
"6078",37,"employed","married","high.school","no","no","no","telephone","may","tue",316,2,"no"
"6082",35,"employed","married","basic","no","yes","no","telephone","may","tue",106,1,"no"
"6084",31,"employed","divorced","basic","no","no","no","telephone","may","tue",255,1,"no"
"6085",27,"employed","married","basic","no","no","no","telephone","may","tue",189,1,"no"
"6086",37,"employed","married","university.degree","no","no","no","telephone","may","tue",173,3,"no"
"6088",43,"employed","married","basic","no","no","no","telephone","may","tue",155,1,"no"
"6092",37,"employed","single","professional.course","no","no","no","telephone","may","tue",137,2,"no"
"6095",51,"employed","married","university.degree","no","yes","no","telephone","may","tue",470,2,"no"
"6096",34,"employed","married","high.school","no","no","no","telephone","may","tue",139,1,"no"
"6097",30,"employed","divorced","professional.course","no","yes","no","telephone","may","tue",169,1,"no"
"6098",36,"employed","married","high.school","no","no","no","telephone","may","tue",223,1,"no"
"6100",34,"employed","married","high.school","no","yes","yes","telephone","may","tue",596,1,"no"
"6101",37,"employed","married","professional.course","no","no","no","telephone","may","tue",253,16,"no"
"6102",38,"employed","single","university.degree","no","no","no","telephone","may","tue",600,2,"no"
"6103",55,"employed","married","high.school","no","yes","no","telephone","may","tue",133,1,"no"
"6105",47,"employed","married","high.school","no","no","no","telephone","may","tue",731,3,"yes"
"6106",31,"employed","single","university.degree","no","yes","no","telephone","may","tue",659,4,"no"
"6107",56,"non-labor","married","basic","no","yes","yes","telephone","may","tue",112,1,"no"
"6108",35,"employed","divorced","university.degree","no","no","no","telephone","may","tue",124,1,"no"
"6112",48,"employed","married","basic","no","no","yes","telephone","may","tue",175,1,"no"
"6113",53,"employed","married","university.degree","no","no","yes","telephone","may","tue",202,1,"no"
"6114",37,"employed","married","high.school","no","no","no","telephone","may","tue",185,1,"no"
"6115",30,"employed","married","basic","no","yes","no","telephone","may","tue",170,1,"no"
"6116",47,"employed","single","basic","no","no","no","telephone","may","tue",184,1,"no"
"6117",26,"employed","married","basic","no","no","yes","telephone","may","tue",261,1,"no"
"6118",33,"employed","married","high.school","no","yes","no","telephone","may","tue",103,1,"no"
"6121",22,"employed","single","basic","no","no","no","telephone","may","tue",170,1,"no"
"6122",51,"non-labor","married","university.degree","no","yes","yes","telephone","may","tue",235,5,"no"
"6124",29,"employed","single","university.degree","no","no","no","telephone","may","tue",169,2,"no"
"6125",31,"employed","married","high.school","no","yes","no","telephone","may","tue",125,1,"no"
"6127",48,"unemployed","married","basic","no","yes","no","telephone","may","tue",265,2,"no"
"6128",38,"employed","married","professional.course","no","yes","no","telephone","may","tue",233,2,"no"
"6130",31,"employed","married","high.school","no","yes","no","telephone","may","tue",246,1,"no"
"6131",27,"employed","divorced","high.school","no","no","no","telephone","may","tue",290,4,"no"
"6133",35,"employed","married","basic","no","no","no","telephone","may","tue",259,1,"no"
"6135",34,"employed","single","professional.course","no","no","no","telephone","may","tue",290,1,"no"
"6136",30,"employed","married","basic","no","no","no","telephone","may","tue",148,3,"no"
"6137",38,"employed","single","basic","no","yes","no","telephone","may","tue",174,1,"no"
"6140",32,"employed","divorced","basic","no","no","no","telephone","may","tue",537,9,"no"
"6141",33,"employed","married","university.degree","no","yes","no","telephone","may","tue",316,1,"no"
"6143",57,"employed","divorced","university.degree","no","no","no","telephone","may","tue",35,1,"no"
"6144",31,"employed","married","basic","no","no","no","telephone","may","tue",935,1,"yes"
"6145",37,"employed","single","university.degree","no","yes","yes","telephone","may","tue",173,1,"no"
"6146",37,"employed","single","university.degree","no","no","no","telephone","may","tue",144,1,"no"
"6147",42,"employed","divorced","basic","no","no","no","telephone","may","tue",474,1,"no"
"6149",52,"employed","divorced","university.degree","no","no","no","telephone","may","tue",313,1,"no"
"6150",33,"employed","single","university.degree","no","no","no","telephone","may","tue",147,1,"no"
"6152",27,"employed","married","professional.course","no","no","no","telephone","may","tue",395,2,"no"
"6153",35,"employed","married","basic","no","yes","no","telephone","may","tue",93,10,"no"
"6154",29,"employed","single","university.degree","no","no","yes","telephone","may","tue",166,9,"no"
"6155",31,"employed","single","high.school","no","yes","no","telephone","may","tue",410,1,"no"
"6157",26,"employed","married","professional.course","no","no","no","telephone","may","tue",139,2,"no"
"6159",49,"employed","married","basic","no","no","no","telephone","may","tue",95,1,"no"
"6160",35,"employed","married","professional.course","no","no","no","telephone","may","tue",211,1,"no"
"6163",37,"employed","married","professional.course","no","no","no","telephone","may","tue",318,1,"no"
"6165",39,"employed","single","university.degree","no","yes","no","telephone","may","tue",751,1,"yes"
"6166",34,"employed","married","high.school","no","yes","no","telephone","may","tue",207,1,"no"
"6167",29,"employed","married","high.school","no","yes","no","telephone","may","tue",95,4,"no"
"6168",52,"employed","married","basic","no","yes","no","telephone","may","tue",319,1,"no"
"6171",53,"employed","single","basic","no","yes","no","telephone","may","tue",27,1,"no"
"6172",32,"employed","single","university.degree","no","no","no","telephone","may","tue",237,2,"no"
"6174",46,"employed","married","basic","no","yes","no","telephone","may","tue",129,2,"no"
"6175",52,"employed","divorced","university.degree","no","no","yes","telephone","may","tue",116,3,"no"
"6176",48,"employed","married","basic","no","yes","no","telephone","may","tue",99,1,"no"
"6178",32,"employed","married","professional.course","no","no","yes","telephone","may","tue",151,1,"no"
"6179",46,"employed","divorced","university.degree","no","yes","no","telephone","may","tue",376,2,"no"
"6180",28,"employed","married","high.school","no","yes","no","telephone","may","tue",485,1,"no"
"6181",31,"employed","married","university.degree","no","yes","no","telephone","may","tue",99,1,"no"
"6185",29,"employed","single","professional.course","no","no","yes","telephone","may","tue",305,2,"no"
"6187",30,"employed","married","basic","no","yes","no","telephone","may","tue",298,1,"no"
"6188",39,"employed","married","professional.course","no","no","no","telephone","may","tue",125,1,"no"
"6189",55,"employed","married","high.school","no","no","no","telephone","may","tue",219,1,"no"
"6190",28,"employed","single","basic","no","no","no","telephone","may","tue",222,1,"no"
"6191",52,"employed","married","basic","no","no","no","telephone","may","tue",513,1,"no"
"6192",38,"employed","married","professional.course","no","yes","no","telephone","may","tue",321,1,"no"
"6194",22,"employed","married","high.school","no","no","no","telephone","may","tue",240,2,"no"
"6195",31,"employed","divorced","high.school","no","yes","no","telephone","may","tue",383,2,"no"
"6196",31,"employed","married","basic","no","no","no","telephone","may","tue",301,1,"no"
"6197",33,"employed","married","university.degree","no","no","no","telephone","may","tue",367,5,"no"
"6198",31,"employed","married","professional.course","no","no","no","telephone","may","tue",179,3,"no"
"6199",34,"employed","single","high.school","no","no","yes","telephone","may","tue",160,1,"no"
"6200",30,"employed","married","professional.course","no","yes","no","telephone","may","tue",177,2,"no"
"6201",29,"employed","married","high.school","no","yes","no","telephone","may","tue",181,1,"no"
"6202",50,"employed","married","basic","no","no","no","telephone","may","tue",377,1,"no"
"6203",39,"employed","married","basic","no","yes","no","telephone","may","tue",240,6,"no"
"6204",36,"employed","married","high.school","no","no","yes","telephone","may","tue",1590,2,"no"
"6205",35,"employed","married","basic","no","yes","no","telephone","may","tue",125,4,"no"
"6207",28,"employed","single","university.degree","no","no","no","telephone","may","tue",518,2,"no"
"6208",38,"employed","single","high.school","no","no","no","telephone","may","tue",280,3,"no"
"6210",30,"employed","single","high.school","no","yes","no","telephone","may","tue",394,1,"no"
"6211",52,"employed","married","professional.course","no","yes","yes","telephone","may","tue",280,1,"no"
"6213",28,"employed","married","basic","no","yes","no","telephone","may","tue",312,2,"no"
"6214",52,"employed","married","professional.course","no","yes","no","telephone","may","tue",709,1,"yes"
"6215",45,"employed","divorced","basic","no","no","no","telephone","may","tue",78,2,"no"
"6216",31,"employed","married","basic","no","no","no","telephone","may","tue",33,6,"no"
"6217",28,"employed","single","basic","no","yes","no","telephone","may","tue",212,2,"no"
"6220",33,"employed","married","basic","no","yes","no","telephone","may","tue",140,2,"no"
"6221",38,"employed","single","university.degree","no","no","no","telephone","may","tue",574,5,"no"
"6222",37,"employed","divorced","high.school","no","no","no","telephone","may","tue",182,1,"no"
"6224",30,"employed","married","basic","no","yes","no","telephone","may","tue",68,9,"no"
"6228",36,"employed","single","university.degree","no","no","no","telephone","may","tue",363,2,"no"
"6229",50,"employed","married","high.school","no","yes","no","telephone","may","tue",347,1,"no"
"6230",38,"employed","married","high.school","no","yes","no","telephone","may","tue",392,3,"no"
"6231",42,"employed","married","high.school","no","yes","no","telephone","may","tue",137,2,"no"
"6232",37,"employed","single","university.degree","no","yes","no","telephone","may","tue",749,2,"no"
"6233",28,"employed","married","high.school","no","no","no","telephone","may","tue",498,1,"no"
"6234",32,"employed","married","high.school","no","yes","no","telephone","may","tue",570,1,"no"
"6235",49,"employed","divorced","high.school","no","yes","no","telephone","may","tue",142,1,"no"
"6237",44,"employed","married","professional.course","no","no","no","telephone","may","tue",64,1,"no"
"6239",40,"non-labor","married","professional.course","no","no","no","telephone","may","tue",140,1,"no"
"6240",42,"employed","married","high.school","no","yes","no","telephone","may","tue",453,1,"no"
"6241",31,"employed","single","professional.course","no","yes","no","telephone","may","tue",198,1,"no"
"6243",54,"employed","married","basic","no","no","no","telephone","may","tue",120,2,"no"
"6246",34,"employed","single","university.degree","no","yes","no","telephone","may","tue",40,3,"no"
"6247",53,"employed","married","professional.course","no","yes","yes","telephone","may","tue",92,2,"no"
"6248",27,"employed","single","professional.course","no","yes","no","telephone","may","tue",324,3,"no"
"6249",57,"employed","divorced","high.school","no","no","no","telephone","may","tue",436,1,"no"
"6250",32,"employed","married","basic","no","no","no","telephone","may","tue",59,4,"no"
